Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2008-07-08,1.5,85.5,58.0,78.0,67.5,71.0,0.155,29.13,29.805,7.6,25.0,8.7
2008-07-09,1.5,85.0,67.0,76.0,55.0,63.5,0.0,29.285,29.945,8.8,31.5,9.7
2008-07-10,1.5,83.0,64.0,73.5,62.5,66.5,0.575,29.295,29.98,8.3,23.0,8.9
2008-07-11,1.5,88.5,64.0,76.5,65.0,69.0,0.185,29.265,29.96,4.45,19.5,7.95
2008-07-12,1.5,82.0,65.5,74.0,63.5,66.5,0.69,29.22,29.88,8.05,26.0,10.65
2008-07-13,1.5,79.0,61.5,70.5,53.5,61.0,0.0,29.15,29.835,12.85,27.0,13.1
2008-07-14,1.5,84.0,62.0,73.0,54.0,62.0,0.0,29.25,29.91,3.2,29.0,7.45
2008-07-15,1.5,90.5,64.0,77.5,62.5,68.5,0.0,29.33,29.99,7.3,22.5,7.85
2008-07-16,1.5,90.5,72.0,81.5,66.5,70.5,0.0,29.415,30.08,5.1,22.0,7.3
2008-07-17,1.5,89.5,72.5,81.0,66.0,71.0,0.0,29.36,30.04,8.75,22.0,9.15
2008-07-18,1.5,88.5,73.5,81.0,67.5,71.5,0.04,29.27,29.945,4.7,22.5,6.8
2008-07-19,1.5,79.0,68.5,74.0,69.0,70.0,1.415,29.215,29.9,1.55,28.0,5.85
2008-07-20,1.5,86.0,68.0,77.0,68.0,71.0,0.585,29.225,29.9,5.3,26.0,6.35
2008-07-21,1.5,83.5,69.0,76.5,65.5,68.5,0.13,29.235,29.91,2.85,2.5,7.7
2008-07-22,1.5,76.0,64.5,70.5,60.0,64.0,0.06,29.335,29.99,8.4,3.0,9.0
2008-07-23,1.5,81.0,60.0,71.0,52.0,60.5,0.0,29.415,30.09,7.95,19.0,8.9
2008-07-24,1.5,82.0,59.5,71.0,52.5,61.0,0.0,29.36,30.045,4.1,24.0,4.55
2008-07-25,1.5,83.0,63.0,73.5,63.0,67.0,0.0,29.295,29.985,6.15,22.5,7.25
2008-07-26,1.5,84.5,66.0,75.5,58.0,65.5,0.0,29.25,29.93,7.7,30.5,8.4
2008-07-27,1.5,83.0,62.5,73.0,58.0,64.5,0.0,29.19,29.88,5.9,24.0,6.75
2008-07-28,1.5,84.5,68.0,76.5,63.0,67.5,0.0,29.185,29.86,4.2,8.5,6.25
2008-07-29,1.5,88.5,67.5,78.5,67.0,70.5,0.14,29.175,29.84,6.15,20.0,7.9
2008-07-30,1.5,89.5,72.0,81.0,66.0,70.5,0.0,29.07,29.74,8.3,27.0,9.15
2008-07-31,1.5,89.0,71.5,80.5,68.0,71.0,0.32,29.085,29.75,5.25,27.0,6.35
2008-08-01,1.5,89.0,70.0,80.0,68.5,72.5,0.525,29.115,29.78,2.5,18.5,4.65
2008-08-02,1.5,80.5,66.5,73.5,59.5,65.0,0.0,29.26,29.915,8.5,3.0,9.2
2008-08-03,1.5,84.5,62.0,73.5,61.0,66.5,0.0,29.27,29.95,5.25,18.5,6.25
2008-08-04,1.5,87.5,69.5,79.0,68.5,70.5,1.51,29.21,29.895,3.0,18.5,9.05
2008-08-05,1.5,87.5,70.0,79.0,68.0,71.5,0.04,29.27,29.92,4.55,31.0,6.85
2008-08-06,1.5,84.0,67.0,76.0,60.0,66.0,0.005,29.32,29.99,6.1,29.5,7.5
2008-08-07,1.5,81.5,63.5,72.5,56.5,63.0,0.005,29.285,29.97,7.45,34.5,9.25
2008-08-08,1.5,78.5,63.5,71.0,54.0,61.0,0.0,29.315,30.0,4.0,1.5,7.05
2008-08-09,1.5,79.0,61.5,70.5,58.0,62.5,,29.225,29.915,3.2,29.5,9.3
2008-08-10,1.5,74.0,59.5,67.0,52.5,58.5,0.0,29.335,30.01,9.3,2.0,9.45
2008-08-11,1.5,76.5,59.5,68.0,57.0,61.5,0.0,29.33,30.015,3.7,5.0,6.2
2008-08-12,1.5,77.0,61.5,69.5,57.0,62.0,0.0,29.2,29.895,3.3,10.0,3.9
2008-08-13,1.5,78.0,66.0,72.5,59.0,63.0,0.06,29.14,29.83,3.05,7.5,4.9
2008-08-14,1.5,78.5,64.0,71.5,60.0,64.0,0.0,29.255,29.92,7.5,3.0,8.15
2008-08-15,1.5,78.0,61.0,70.0,54.5,61.0,0.0,29.465,30.12,7.2,3.5,8.5
2008-08-16,1.5,82.5,58.5,71.0,53.0,61.0,0.0,29.43,30.12,5.6,29.0,6.45
2008-08-17,1.5,84.5,63.0,74.0,59.5,65.0,0.0,29.31,30.005,8.2,25.5,8.4
2008-08-18,1.5,85.0,65.0,75.0,57.5,64.5,0.0,29.295,29.975,6.9,26.5,7.2
2008-08-19,1.5,83.0,64.0,74.0,64.0,67.5,0.0,29.4,30.065,5.4,4.5,6.35
2008-08-20,1.5,81.0,66.0,73.5,59.5,65.0,0.0,29.43,30.11,6.65,9.5,7.55
2008-08-21,1.5,82.0,68.5,75.5,60.5,66.0,,29.335,30.025,6.5,14.5,8.05
2008-08-22,1.5,83.5,73.5,79.0,68.5,71.5,0.09,29.355,30.025,11.9,19.0,12.15
2008-08-23,1.5,88.5,68.5,79.0,67.0,70.5,0.0,29.335,30.01,7.95,24.5,9.5
2008-08-24,1.5,77.5,64.0,71.0,57.0,62.5,0.0,29.36,30.04,8.2,3.0,9.85
2008-08-25,1.5,74.0,65.0,69.5,55.0,60.5,0.0,29.385,30.07,11.9,5.0,12.25
2008-08-26,1.5,75.5,61.0,68.5,54.5,60.5,0.0,29.315,30.02,7.8,7.0,8.95
2008-08-27,1.5,82.5,60.5,71.5,56.5,63.0,0.0,29.225,29.92,4.4,8.0,5.3
2008-08-28,1.5,80.5,65.0,73.0,64.5,67.5,0.04,29.125,29.81,5.7,19.0,6.6
2008-08-29,1.5,84.5,65.5,75.5,59.5,65.5,0.04,29.265,29.92,3.55,18.5,6.3
2008-08-30,1.5,87.0,58.5,73.0,55.0,63.0,0.0,29.415,30.08,2.3,23.5,3.5
2008-08-31,1.5,89.5,62.5,76.0,56.5,64.5,0.0,29.44,30.12,4.8,12.5,5.3
2008-09-01,1.5,89.5,64.5,77.0,54.0,63.5,0.0,29.395,30.08,7.35,13.0,7.8
2008-09-02,1.5,94.5,66.5,81.0,61.0,68.0,0.0,29.335,30.01,3.0,19.0,4.45
2008-09-03,1.5,77.0,67.0,72.5,61.0,64.5,0.01,29.325,30.005,10.5,1.0,11.25
2008-09-04,1.5,67.5,62.0,65.0,62.0,63.0,2.79,29.105,29.81,11.4,3.0,12.3
2008-09-05,1.5,69.0,57.5,63.5,57.0,59.5,0.005,29.25,29.925,5.1,33.0,5.8
2008-09-06,1.5,74.0,54.5,64.5,54.0,58.5,0.01,29.31,29.98,5.0,27.5,5.4
2008-09-07,1.5,74.0,56.5,65.5,51.5,57.5,0.005,29.38,30.055,6.7,26.0,7.0
2008-09-08,1.5,68.5,52.5,61.0,53.0,55.5,1.12,29.43,30.105,4.75,33.5,6.55
2008-09-09,1.5,68.5,49.0,59.0,45.5,52.0,0.005,29.48,30.17,3.5,36.0,6.15
2008-09-10,1.5,72.0,49.0,60.5,47.5,54.0,0.0,29.505,30.205,4.15,14.0,5.0
2008-09-11,1.5,79.0,56.0,67.5,57.0,61.5,0.0,29.365,30.075,8.75,18.0,9.6
2008-09-12,1.5,73.0,69.0,71.0,67.5,68.5,0.495,29.25,29.955,6.3,22.5,6.95
2008-09-13,1.5,76.0,68.5,72.5,70.0,71.0,4.855,29.005,29.705,6.8,21.5,9.4
2008-09-14,1.5,72.0,58.0,65.0,61.5,62.5,1.595,28.99,29.665,7.45,31.5,10.0
2008-09-15,1.5,64.0,54.0,59.0,52.0,55.5,0.01,29.44,30.095,5.8,33.5,6.2
2008-09-16,1.5,71.0,49.5,60.5,50.0,55.0,0.0,29.495,30.185,5.3,23.5,6.0
2008-09-17,1.5,82.5,57.5,70.5,56.0,60.5,0.0,29.49,30.175,2.15,28.5,7.55
2008-09-18,1.5,74.0,59.0,66.5,55.5,60.0,0.0,29.59,30.275,6.65,9.0,7.55
2008-09-19,1.5,78.0,56.0,67.5,53.5,59.5,0.0,29.495,30.195,5.95,18.5,6.4
2008-09-20,1.5,82.0,57.5,70.0,56.5,61.5,0.0,29.485,30.165,2.0,14.0,3.0
2008-09-21,1.5,80.0,59.0,69.5,61.0,64.5,0.0,29.575,30.25,3.4,7.0,3.9
2008-09-22,1.5,81.5,62.0,72.0,59.0,64.0,0.0,29.62,30.305,6.8,11.5,7.65
2008-09-23,1.5,82.5,61.0,72.0,56.5,62.5,0.0,29.59,30.285,6.8,15.0,7.65
2008-09-24,1.5,82.0,59.5,71.0,58.0,63.0,0.1,29.57,30.26,2.65,22.0,4.75
2008-09-25,1.5,77.5,64.5,71.0,61.0,64.5,0.0,29.565,30.26,6.15,4.0,6.75
2008-09-26,1.5,78.5,59.5,69.0,54.5,60.5,0.0,29.445,30.15,3.25,6.0,4.45
2008-09-27,1.5,80.5,54.0,67.5,54.0,60.0,0.0,29.36,30.05,1.3,5.0,2.9
2008-09-28,1.5,68.5,58.5,64.0,57.0,60.0,0.0,29.435,30.12,7.25,4.0,7.6
2008-09-29,1.5,64.5,55.0,60.0,56.0,58.0,0.465,29.285,29.995,2.55,33.0,4.6
2008-09-30,1.5,60.0,48.0,54.5,44.5,49.5,0.005,29.24,29.945,10.35,31.0,10.5
2008-10-01,1.5,61.5,46.0,54.0,40.5,47.0,0.0,29.27,29.965,11.05,33.0,11.05
2008-10-02,1.5,61.5,42.5,52.5,40.0,47.0,0.0,29.21,29.915,9.1,28.0,9.65
2008-10-03,1.5,59.5,46.5,53.0,42.5,48.0,0.01,29.37,30.045,6.25,4.5,8.0
2008-10-04,1.5,60.5,40.0,50.5,38.5,45.5,0.0,29.54,30.23,3.15,11.0,4.35
2008-10-05,1.5,61.0,43.5,52.5,42.0,48.5,0.045,29.54,30.245,6.05,11.0,6.9
2008-10-06,1.5,69.5,55.0,62.5,46.5,54.0,0.0,29.52,30.23,9.7,11.5,9.9
2008-10-07,1.5,64.0,56.0,60.5,52.0,56.0,0.83,29.275,30.01,9.9,13.5,11.1
2008-10-08,1.5,63.5,51.0,57.5,51.5,54.5,0.24,29.165,29.855,7.45,26.0,8.2
2008-10-09,1.5,69.0,47.5,58.5,38.5,49.0,0.0,29.385,30.05,4.7,29.0,5.3
2008-10-10,1.5,72.5,44.0,58.5,41.5,50.5,0.0,29.495,30.175,5.05,11.0,6.4
2008-10-11,1.5,79.5,53.0,66.5,50.0,57.0,0.0,29.55,30.24,4.05,14.0,5.0
2008-10-12,1.5,85.0,59.5,72.5,55.0,61.5,0.0,29.58,30.265,5.05,15.5,5.7
2008-10-13,1.5,78.0,62.5,70.5,57.5,63.0,0.0,29.505,30.205,8.0,20.0,8.4
2008-10-14,1.5,69.5,54.0,62.0,43.0,51.5,,29.515,30.215,1.75,32.0,7.0
2008-10-15,1.5,63.5,48.5,56.0,50.5,53.5,0.27,29.365,30.055,3.9,32.0,6.55
2008-10-16,1.5,59.0,43.5,51.5,38.5,44.5,0.0,29.545,30.245,6.4,35.0,7.75
2008-10-17,1.5,56.5,43.5,50.0,39.5,45.0,0.0,29.56,30.255,6.0,36.0,7.2
2008-10-18,1.5,60.0,44.5,52.5,40.5,46.0,0.095,29.615,30.32,2.25,7.0,5.7
2008-10-19,1.5,62.0,42.0,52.0,37.0,45.5,0.0,29.53,30.245,11.3,19.0,11.65
2008-10-20,1.5,55.5,43.5,49.5,42.5,46.5,0.245,29.51,30.21,3.6,31.0,7.5
2008-10-21,1.5,55.0,38.5,47.0,36.0,42.5,0.0,29.67,30.37,6.9,2.5,8.95
2008-10-22,1.5,53.0,37.5,45.5,29.5,40.0,0.0,29.68,30.395,12.05,12.0,12.85
2008-10-23,1.5,59.0,40.5,50.0,35.0,43.5,0.125,29.53,30.27,11.05,12.0,11.3
2008-10-24,1.5,55.0,44.5,50.0,44.0,47.0,0.475,29.215,29.965,5.45,19.5,6.5
2008-10-25,1.5,53.0,43.0,48.0,40.5,44.5,,29.055,29.78,12.35,22.5,12.75
2008-10-26,1.5,56.0,36.5,46.5,33.0,41.0,0.01,29.135,29.805,17.35,27.0,18.1
2008-10-27,1.5,47.0,33.5,40.5,27.5,35.0,,29.54,30.205,13.55,31.0,14.15
2008-10-28,1.5,45.0,31.5,38.5,23.0,33.0,0.0,29.57,30.3,10.2,30.0,10.6
2008-10-29,1.5,51.0,32.5,42.0,24.5,34.5,0.0,29.505,30.215,2.7,30.5,6.15
2008-10-30,1.5,62.5,32.5,48.0,31.5,41.0,0.0,29.61,30.32,9.9,19.0,9.9
2008-10-31,1.5,70.5,48.5,59.5,46.0,51.0,0.0,29.605,30.3,5.85,22.0,7.65
2009-05-01,1.5,61.0,47.0,54.0,41.0,47.5,0.03,29.295,29.98,8.25,29.0,8.55
2009-05-02,1.5,65.5,44.5,55.0,33.5,45.5,0.0,29.245,29.945,9.0,26.5,9.35
2009-05-03,1.5,70.0,44.0,57.5,34.5,47.5,0.0,29.225,29.92,4.3,26.0,4.85
2009-05-04,1.5,70.0,46.0,58.5,35.0,47.5,0.0,29.34,30.02,6.8,9.0,8.0
2009-05-05,1.5,70.5,51.5,61.0,40.5,50.5,0.0,29.25,29.95,5.3,12.5,5.95
2009-05-06,1.5,75.0,53.5,64.5,51.0,55.5,0.765,29.09,29.795,6.35,19.0,7.65
2009-05-07,1.5,77.0,56.0,67.0,52.5,57.5,0.11,29.045,29.735,8.35,24.5,9.75
2009-05-08,1.5,75.5,55.0,65.5,54.0,58.5,0.015,28.97,29.675,4.65,20.5,6.05
2009-05-09,1.5,63.5,45.5,55.0,44.0,48.5,0.0,29.225,29.87,5.75,28.5,11.55
2009-05-10,1.5,67.0,41.5,54.5,39.5,46.5,0.01,29.44,30.11,4.9,30.0,8.7
2009-05-11,1.5,61.0,39.5,50.5,34.5,44.0,0.0,29.5,30.2,1.4,7.5,4.55
2009-05-12,1.5,71.5,41.5,56.5,33.0,47.0,0.0,29.41,30.13,9.2,16.0,9.55
2009-05-13,1.5,70.5,53.5,62.5,57.0,59.0,0.79,29.045,29.765,13.65,18.5,15.6
2009-05-14,1.5,68.5,54.0,61.5,44.0,52.5,0.0,29.345,30.0,10.8,27.0,11.0
2009-05-15,1.5,62.0,53.5,58.0,51.5,54.5,0.545,29.31,29.995,5.2,15.5,7.3
2009-05-16,1.5,62.0,46.0,54.5,40.5,49.5,0.02,29.385,30.05,11.0,29.5,12.45
2009-05-17,1.5,61.0,40.0,50.5,27.5,42.0,0.0,29.635,30.32,1.75,21.0,6.35
2009-05-18,1.5,66.5,42.5,54.5,31.5,45.0,,29.58,30.295,9.45,19.0,9.7
2009-05-19,1.5,80.0,53.0,66.5,43.5,54.5,0.0,29.515,30.215,12.9,21.0,13.1
2009-05-20,1.5,84.5,61.0,73.0,43.5,57.0,0.0,29.435,30.13,13.15,20.0,13.35
2009-05-21,1.5,84.5,60.0,72.5,48.5,59.0,0.0,29.41,30.09,7.95,24.0,11.85
2009-05-22,1.5,69.5,54.5,62.0,46.5,53.5,0.0,29.48,30.17,10.2,3.5,10.65
2009-05-23,1.5,79.5,52.5,66.0,50.5,57.5,0.0,29.36,30.055,4.5,7.5,5.6
2009-05-24,1.5,70.5,55.5,63.0,46.5,53.5,0.0,29.365,30.06,10.55,3.5,10.9
2009-05-25,1.5,65.5,55.0,60.5,44.5,52.0,0.06,29.305,30.01,9.5,6.0,10.15
2009-05-26,1.5,75.0,54.5,65.0,52.5,56.5,1.555,29.105,29.815,6.6,5.5,7.3
2009-05-27,1.5,74.0,56.5,65.5,59.0,61.5,0.02,28.985,29.675,5.2,24.0,7.75
2009-05-28,1.5,63.0,54.5,59.0,51.0,54.0,0.0,29.085,29.755,6.8,29.5,8.2
2009-05-29,1.5,75.5,52.5,64.0,49.0,55.0,0.0,29.2,29.875,2.35,31.5,6.85
2009-05-30,1.5,79.0,51.5,65.5,46.0,54.5,,29.12,29.805,2.35,28.0,6.7
2009-05-31,1.5,72.5,47.0,60.0,42.0,51.0,0.0,29.235,29.935,2.8,9.5,5.45
2009-06-01,1.5,79.0,51.5,65.5,53.5,57.5,0.635,29.22,29.885,1.1,34.0,10.55
2009-06-02,1.5,60.5,49.0,55.0,46.5,50.5,0.09,29.39,30.08,7.85,3.0,8.6
2009-06-03,1.5,61.0,45.0,53.0,39.5,47.0,0.0,29.445,30.14,10.75,3.0,11.05
2009-06-04,1.5,68.0,44.5,56.5,37.5,48.5,0.0,29.335,30.05,4.95,4.5,6.15
2009-06-05,1.5,79.5,45.5,63.0,43.5,54.0,0.0,29.205,29.91,6.05,25.5,6.95
2009-06-06,1.5,64.5,53.0,59.0,46.5,51.5,0.02,29.23,29.925,5.45,4.0,7.45
2009-06-07,1.5,73.5,54.0,64.0,53.5,58.0,0.04,29.175,29.865,2.1,9.5,7.3
2009-06-08,1.5,81.0,53.5,67.5,60.5,64.0,0.375,29.085,29.765,6.15,24.5,9.6
2009-06-09,1.5,67.0,55.5,61.5,53.0,56.0,,29.26,29.94,5.2,7.0,7.1
2009-06-10,1.5,67.0,54.5,61.0,49.5,54.0,0.025,29.18,29.885,8.25,4.5,8.95
2009-06-11,1.5,62.0,53.0,58.0,52.0,54.0,0.575,29.14,29.825,9.5,2.0,9.65
2009-06-12,1.5,73.0,49.5,61.5,49.0,55.0,,29.27,29.95,4.7,6.5,6.25
2009-06-13,1.5,67.0,55.0,61.0,51.5,55.0,0.32,29.31,29.995,6.55,4.5,7.15
2009-06-14,1.5,76.5,52.5,64.5,49.0,57.0,0.0,29.315,30.005,4.8,4.5,5.25
2009-06-15,1.5,81.0,55.0,68.0,49.0,58.0,0.0,29.31,30.0,6.45,9.0,7.05
2009-06-16,1.5,71.0,61.5,66.5,56.0,60.5,1.15,29.18,29.88,10.75,10.5,11.25
2009-06-17,1.5,72.0,62.0,67.0,59.5,62.5,0.0,29.185,29.875,2.8,35.0,6.45
2009-06-18,1.5,80.5,62.0,71.5,63.5,67.0,0.115,29.115,29.79,5.2,16.5,6.85
2009-06-19,1.5,87.0,65.5,76.5,67.5,69.5,2.42,29.0,29.69,6.75,18.0,11.05
2009-06-20,1.5,87.5,68.5,78.5,65.0,70.0,0.0,29.105,29.75,8.3,28.5,8.6
2009-06-21,1.5,85.0,70.5,78.0,63.5,68.5,0.01,29.145,29.81,3.05,8.0,3.7
2009-06-22,1.5,89.0,69.0,79.5,67.0,71.0,0.075,29.12,29.78,4.65,11.5,6.4
2009-06-23,1.5,93.0,73.0,83.5,68.5,73.0,0.0,29.19,29.86,2.3,13.5,4.0
2009-06-24,1.5,93.5,74.0,84.0,68.0,73.0,0.41,29.185,29.86,2.0,22.5,5.05
2009-06-25,1.5,93.5,75.5,85.0,68.5,73.0,0.0,29.115,29.785,2.1,29.0,4.75
2009-06-26,1.5,86.0,70.5,78.5,60.5,67.0,0.0,29.2,29.84,6.4,4.0,8.1
2009-06-27,1.5,89.5,64.5,77.5,60.5,67.0,0.175,29.14,29.81,5.55,21.5,6.9
2009-06-28,1.5,83.0,67.0,75.5,53.0,62.0,0.0,29.04,29.72,13.65,29.0,14.1
2009-06-29,1.5,77.5,64.0,71.0,54.0,61.0,0.0,28.92,29.595,12.8,30.0,13.4
2009-06-30,1.5,67.0,60.0,64.0,53.0,57.5,0.0,28.975,29.645,8.5,30.0,8.7
2009-07-01,1.5,65.0,57.0,61.0,53.0,56.5,0.02,29.1,29.765,7.4,31.5,8.05
2009-07-02,1.5,73.0,59.5,66.5,54.5,60.0,0.0,29.285,29.945,7.05,31.0,8.2
2009-07-03,1.5,79.0,62.5,71.0,56.0,62.0,0.0,29.385,30.055,1.5,18.0,6.15
2009-07-04,1.5,69.0,61.0,65.0,58.0,61.5,0.16,29.285,29.985,2.6,13.5,4.25
2009-07-05,1.5,81.5,59.0,70.5,58.5,63.5,0.04,29.225,29.91,0.5,35.0,2.5
2009-07-06,1.5,85.5,61.5,73.5,54.0,62.5,0.0,29.17,29.85,5.85,30.5,6.65
2009-07-07,1.5,76.5,62.0,69.5,54.5,60.5,0.0,29.21,29.885,5.9,7.0,7.25
2009-07-08,1.5,66.5,61.5,64.0,55.5,59.0,0.115,29.31,29.985,6.9,7.0,7.2
2009-07-09,1.5,79.5,61.0,70.5,57.5,63.5,0.0,29.38,30.06,6.15,10.5,7.1
2009-07-10,1.5,83.0,65.0,74.5,64.5,67.5,0.1,29.375,30.05,4.0,21.0,4.75
2009-07-11,1.5,85.0,65.5,75.5,59.5,66.0,0.685,29.365,30.03,5.35,30.0,7.3
2009-07-12,1.5,82.0,59.0,70.5,50.5,60.0,0.0,29.38,30.06,2.4,31.0,5.45
2009-07-13,1.5,78.5,63.5,71.0,47.0,58.0,0.0,29.385,30.06,5.3,7.0,6.6
2009-07-14,1.5,80.5,57.5,69.5,50.0,59.5,0.0,29.375,30.065,7.1,16.0,7.6
2009-07-15,1.5,85.5,66.0,76.0,62.0,67.0,0.5,29.205,29.89,10.0,24.5,13.1
2009-07-16,1.5,81.0,64.5,73.0,56.5,62.5,0.17,29.2,29.885,9.75,28.0,10.55
2009-07-17,1.5,70.0,57.5,64.0,51.5,56.5,0.0,29.18,29.865,10.35,29.5,10.6
2009-07-18,1.5,72.5,57.5,65.5,52.0,57.5,0.0,29.335,30.005,7.35,31.5,7.65
2009-07-19,1.5,72.0,58.5,65.5,52.5,58.5,0.0,29.42,30.105,1.35,20.0,4.3
2009-07-20,1.5,76.0,57.0,67.0,55.5,60.5,0.0,29.39,30.085,5.65,9.5,6.0
2009-07-21,1.5,81.0,61.0,71.0,56.5,62.5,0.02,29.305,30.0,4.0,13.5,6.05
2009-07-22,1.5,78.5,64.5,72.0,60.0,64.0,0.0,29.255,29.94,3.15,7.0,5.45
2009-07-23,1.5,80.5,62.5,71.5,59.0,63.5,0.05,29.235,29.92,2.15,16.5,5.5
2009-07-24,1.5,83.0,61.5,72.5,59.5,64.5,0.165,29.11,29.825,8.8,23.0,9.7
2009-07-25,1.5,81.0,66.0,74.0,58.5,64.5,0.0,29.05,29.72,10.7,27.5,11.3
2009-07-26,1.5,82.0,63.5,73.0,58.5,64.5,0.0,29.155,29.81,8.55,29.0,9.0
2009-07-27,1.5,84.0,65.0,74.5,61.0,66.5,0.025,29.17,29.855,9.25,23.0,9.85
2009-07-28,1.5,85.0,67.0,76.0,61.0,66.5,0.01,29.105,29.775,6.45,28.0,7.85
2009-07-29,1.5,80.0,64.0,72.5,51.5,60.0,0.0,29.16,29.83,4.0,19.0,7.1
2009-07-30,1.5,79.5,62.0,71.0,57.0,62.5,,29.175,29.845,4.65,23.5,5.9
2009-07-31,1.5,81.5,60.0,71.0,54.5,61.5,0.0,29.26,29.93,6.05,26.5,7.0
2009-08-01,1.5,75.0,62.0,68.5,59.0,62.5,0.01,29.21,29.905,11.1,22.5,10.95
2009-08-02,1.5,78.5,57.5,68.5,51.5,59.0,0.0,29.23,29.925,6.5,25.5,9.0
2009-08-03,1.5,85.0,67.5,76.5,60.5,66.0,0.065,29.135,29.815,11.6,21.0,11.85
2009-08-04,1.5,85.5,68.0,77.0,62.0,67.5,0.0,29.19,29.86,2.15,3.5,6.0
2009-08-05,1.5,79.0,63.5,71.5,55.0,62.0,0.0,29.37,30.04,3.35,6.0,4.9
2009-08-06,1.5,81.5,61.0,71.5,51.0,60.0,0.0,29.415,30.085,2.4,7.5,5.45
2009-08-07,1.5,74.0,65.5,70.0,59.0,63.0,0.28,29.385,30.085,6.85,15.0,7.5
2009-08-08,1.5,89.0,68.5,79.0,70.0,73.0,0.05,29.23,29.92,12.55,21.0,13.2
2009-08-09,1.5,91.5,77.0,84.5,71.5,74.5,0.1,29.26,29.93,11.35,23.0,12.6
2009-08-10,1.5,85.5,70.5,78.5,65.5,69.5,0.0,29.275,29.945,7.6,26.0,8.05
2009-08-11,1.5,81.5,63.5,72.5,61.5,66.0,0.0,29.33,29.99,6.2,2.0,8.35
2009-08-12,1.5,82.5,61.5,72.5,55.5,62.5,0.0,29.415,30.08,4.6,4.5,6.45
2009-08-13,1.5,86.0,61.5,74.0,55.0,63.0,0.0,29.41,30.095,1.75,15.0,3.9
2009-08-14,1.5,88.0,65.0,77.0,59.0,66.0,0.0,29.41,30.09,5.85,21.0,6.1
2009-08-15,1.5,89.0,68.5,79.0,61.0,67.5,0.0,29.35,30.03,8.5,19.0,8.8
2009-08-16,1.5,89.0,70.5,80.0,67.5,70.5,0.45,29.305,29.98,9.4,20.5,10.15
2009-08-17,1.5,83.0,70.5,77.0,68.0,70.5,0.46,29.31,29.99,4.85,22.0,6.65
2009-08-18,1.5,83.5,65.5,74.5,60.0,65.5,0.0,29.305,29.98,7.75,27.0,8.2
2009-08-19,1.5,82.0,61.5,72.0,61.0,65.5,0.48,29.115,29.825,5.8,16.0,8.45
2009-08-20,1.5,78.5,64.0,71.5,61.0,65.0,0.095,28.965,29.655,12.15,23.0,12.6
2009-08-21,1.5,73.5,59.0,66.5,58.0,61.0,0.105,29.1,29.75,8.9,27.0,11.95
2009-08-22,1.5,68.5,57.5,63.5,52.0,56.5,0.0,29.335,29.995,8.6,18.5,9.9
2009-08-23,1.5,73.5,57.0,65.5,54.0,58.5,0.0,29.41,30.085,3.1,3.5,7.0
2009-08-24,1.5,79.0,55.5,67.5,56.5,61.5,0.0,29.44,30.125,4.4,21.0,5.4
2009-08-25,1.5,82.5,60.0,71.5,61.0,65.0,0.0,29.36,30.045,8.7,21.0,8.9
2009-08-26,1.5,72.5,63.0,68.0,63.0,64.5,0.735,29.39,30.075,4.55,2.0,7.55
2009-08-27,1.5,67.0,61.5,64.5,60.5,62.0,1.07,29.385,30.075,9.9,7.5,10.35
2009-08-28,1.5,69.5,60.5,65.0,61.0,62.5,0.25,29.21,29.925,3.0,2.0,5.55
2009-08-29,1.5,69.0,56.0,63.0,51.5,56.5,0.015,29.21,29.885,10.9,31.0,11.45
2009-08-30,1.5,66.0,51.0,59.0,47.0,52.5,0.0,29.47,30.135,8.8,1.0,9.9
2009-08-31,1.5,67.5,49.0,58.5,44.0,52.0,0.0,29.575,30.265,5.05,3.5,6.4
2009-09-01,1.5,71.5,48.5,60.5,48.0,54.0,0.0,29.6,30.305,3.25,5.0,3.45
2009-09-02,1.5,72.5,51.5,62.5,50.5,56.0,0.0,29.535,30.24,3.65,7.0,4.5
2009-09-03,1.5,75.0,56.5,66.0,54.5,59.5,0.0,29.45,30.15,4.95,5.5,5.95
2009-09-04,1.5,75.0,56.0,66.0,54.5,59.5,0.0,29.465,30.145,3.7,4.0,4.25
2009-09-05,1.5,78.0,55.5,67.0,57.0,61.5,0.0,29.515,30.2,4.75,5.0,5.55
2009-09-06,1.5,77.0,63.5,70.5,59.0,63.5,0.03,29.495,30.18,5.25,6.5,5.95
2009-09-07,1.5,77.0,61.0,69.0,59.0,62.5,0.0,29.415,30.09,6.05,3.5,5.45
2009-09-08,1.5,78.0,61.0,69.5,61.0,64.0,0.0,29.385,30.06,6.75,3.5,7.65
2009-09-09,1.5,77.5,66.5,72.5,63.0,65.5,0.0,29.445,30.13,6.45,6.5,7.05
2009-09-10,1.5,80.5,64.5,73.0,62.0,65.5,0.0,29.51,30.185,6.3,6.5,7.05
2009-09-11,1.5,79.0,62.5,71.0,59.0,63.5,0.0,29.465,30.16,5.75,7.5,6.15
2009-09-12,1.5,78.5,59.5,69.5,60.5,63.5,0.0,29.44,30.13,3.45,4.5,4.65
2009-09-13,1.5,79.5,57.5,68.5,54.5,60.5,0.005,29.42,30.115,2.0,7.0,3.6
2009-09-14,1.5,84.0,58.5,71.5,55.5,61.5,0.0,29.37,30.06,0.6,23.0,2.4
