,Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,WnvPresent,year,month,day,Lat_int,Long_int,WnvPercent,WnvNotPresent,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,SnowFall_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y
592,2,37,4,121,41.680946,-87.535198,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
593,2,37,4,121,41.680946,-87.535198,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
594,3,37,4,121,41.680946,-87.535198,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
595,1,37,4,121,41.680946,-87.535198,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
596,6,37,4,121,41.680946,-87.535198,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
597,2,38,3,122,41.686398,-87.531635,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
598,3,38,3,122,41.686398,-87.531635,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
599,1,38,3,122,41.686398,-87.531635,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
600,6,38,3,122,41.686398,-87.531635,8,0,2007,07,19,41,-87,0.0,1,83,63,73,-1,63,66,0, 8,0433,1923,0,0.0,0.16,29.21,29.90,7.0,1,11.9,82,63,73,62,66,0, 8,0.01,29.26,29.88,7.7,36,14.4
601,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
602,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
603,2,12,64,88,41.673408,-87.599862,5,1,2007,07,25,41,-87,0.02,0,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
604,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
605,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
606,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
607,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
608,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
609,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
610,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
611,2,12,64,88,41.673408,-87.599862,5,1,2007,07,25,41,-87,0.02,0,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
612,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
613,2,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
614,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
615,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
616,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
617,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
618,1,12,64,88,41.673408,-87.599862,5,1,2007,07,25,41,-87,0.02,0,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
619,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
620,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
621,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
622,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
623,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
624,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
625,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
626,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
627,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
628,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
629,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
630,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
631,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
632,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
633,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
634,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
635,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
636,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
637,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
638,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
639,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
640,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
641,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
642,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
643,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
644,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
645,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
646,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
647,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
648,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
649,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
650,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
651,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
652,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
653,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
654,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
655,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
656,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
657,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
658,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
659,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
660,1,12,64,88,41.673408,-87.599862,5,1,2007,07,25,41,-87,0.02,0,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
661,1,12,64,88,41.673408,-87.599862,5,1,2007,07,25,41,-87,0.02,0,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
662,1,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
663,4,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
664,6,12,64,88,41.673408,-87.599862,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
665,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
666,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
667,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
668,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
669,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
670,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
671,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
672,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
673,2,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
674,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
675,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
676,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
677,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
678,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
679,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
680,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
681,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
682,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
683,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
684,1,10,86,93,41.726465,-87.585413,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
685,2,81,10,86,41.729669,-87.582699,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
686,1,81,10,86,41.729669,-87.582699,5,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
687,2,24,1,89,41.704572,-87.565666,8,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
688,2,24,1,89,41.704572,-87.565666,8,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
689,3,24,1,89,41.704572,-87.565666,8,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
690,1,24,1,89,41.704572,-87.565666,8,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
691,1,24,1,89,41.704572,-87.565666,8,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
692,4,24,1,89,41.704572,-87.565666,8,0,2007,07,25,41,-87,0.0,1,85,71,78, 4,61,67,0,13,0438,1918,0,0.0,-1,29.29,30.00,5.8,25,6.6,83,70,77,60,66,0,12,0.00,29.35,29.99,6.4,23,7.0
693,2,41,36,1,41.95469,-87.800991,9,0,2007,07,27,41,-87,0.0,1,83,70,77, 3,68,70,0,12,0440,1917,0,0.0,0.17,29.11,29.82,3.0,3,7.9,83,70,77,67,70,0,12,0.04,29.16,29.80,1.2,36,8.1
694,3,41,36,1,41.95469,-87.800991,9,0,2007,07,27,41,-87,0.0,1,83,70,77, 3,68,70,0,12,0440,1917,0,0.0,0.17,29.11,29.82,3.0,3,7.9,83,70,77,67,70,0,12,0.04,29.16,29.80,1.2,36,8.1
695,1,41,36,1,41.95469,-87.800991,9,0,2007,07,27,41,-87,0.0,1,83,70,77, 3,68,70,0,12,0440,1917,0,0.0,0.17,29.11,29.82,3.0,3,7.9,83,70,77,67,70,0,12,0.04,29.16,29.80,1.2,36,8.1
696,2,62,30,8,41.994991,-87.769279,9,0,2007,07,27,41,-87,0.0,1,83,70,77, 3,68,70,0,12,0440,1917,0,0.0,0.17,29.11,29.82,3.0,3,7.9,83,70,77,67,70,0,12,0.04,29.16,29.80,1.2,36,8.1
